/publications/radicalpilot_2015,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/radicalpilot_2015_draft.pdf
/publications/pilotreview_2013,http://arxiv.org/abs/1508.04180
/publications/synapse_wrap,http://arxiv.org/abs/1506.00272
/publications/2015-hpdc,http://arxiv.org/pdf/1501.05041v1.pdf
/publications/3dpas_intro,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/3dpas_intro_draft.pdf
/publications/rp_cug_2016,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/rp_cug_2016_draft.pdf
/publications/ipdps-2015,http://arxiv.org/abs/1504.04720
/publications/tale-of-two-ieee-2014,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/tale-of-two-ieee-2014_draft.pdf
/publications/2013-xsede-cdi,https://raw.github.com/saga-project/radical.wp/master/publications/pdf/2013-cdi-xsede.pdf
/publications/2013-xsede-hthpc,https://github.com/saga-project/radical.wp/raw/master/publications/pdf/2013-xsede-hthpc.pdf
/publications/ccgrid13-pilotdata,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/ccgrid13-pilotdata_draft.pdf
/publications/pstar12,http://doi.ieeecomputersociety.org/10.1109/eScience.2012.6404423
/publications/pstar-network12,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/pstar-network12_draft.pdf
/publications/pilot-mapreduce2012,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/pilot-mapreduce2012_draft.pdf
/publications/pmr-ecmls12,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/pmr-ecmls12_draft.pdf
/publications/pilotjob-hpdc,http://dl.acm.org/citation.cfm?id=2287094
/publications/xsede12_ensemble,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/xsede12_ensemble_draft.pdf
/publications/Romanus:2012:ASE:2335755.2335843,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/Romanus:2012:ASE:2335755.2335843_draft.pdf
/publications/tg-vph-interop,http://dl.acm.org/citation.cfm?id=2016746\&dl=ACM\&coll=DL\&CFID=137661901\&CFTOKEN=34365530
/publications/dare-tg11,http://dl.acm.org/citation.cfm?id=2016782\&dl=ACM\&coll=DL\&CFID=137661901\&CFTOKEN=34365530
/publications/dare-ecmls11,http://dl.acm.org/citation.cfm?id=1996027
/publications/saga-teach-fg10,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/saga-teach-fg10_draft.pdf
/publications/bigjob_cloudcom10,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/bigjob_cloudcom10_draft.pdf
/publications/saga_europar10,https://www.github.com/saga-project/radical.wp/raw/master/publications/pdf/saga_europar10_draft.pdf
